,t,side,price,qty
0,0.0,bid,2879.2,1.0
1,0.0,bid,2879.5,5.0
2,1.0,ask,2880.1000000000004,7.0
3,1.0,ask,2880.2000000000003,19.0
4,2.0,bid,2874.4,2.0
5,3.0,ask,2878.6000000000004,4.0
6,4.0,bid,2867.6,1.0
7,4.0,bid,2867.9,5.0
8,4.0,bid,2868.0,11.0
9,5.0,ask,2871.2000000000003,13.0
10,5.0,ask,2871.4,9.0
11,5.0,ask,2871.7000000000003,5.0
12,6.0,bid,2870.4,2.0
13,6.0,bid,2870.5,11.0
14,7.0,bid,2873.6000000000004,10.0
15,8.0,ask,2881.5,2.0
16,9.0,bid,2890.7000000000003,1.0
17,10.0,bid,2883.4,1.0
18,11.0,ask,2881.6000000000004,4.0
19,11.0,ask,2881.7000000000003,4.0
20,11.0,ask,2881.9000000000005,2.0
21,12.0,ask,2882.5,4.0
22,12.0,ask,2882.6,1.0
23,13.0,ask,2877.6000000000004,1.0
24,14.0,bid,2884.1000000000004,1.0
25,14.0,bid,2884.4000000000005,4.0
26,14.0,bid,2884.6000000000004,4.0
27,15.0,ask,2878.6000000000004,16.0
28,15.0,ask,2878.8,4.0
29,15.0,ask,2879.1000000000004,14.0
30,16.0,bid,2871.8,3.0
31,16.0,bid,2872.0,7.0
32,17.0,bid,2873.2000000000003,3.0
33,18.0,bid,2876.4,5.0
34,19.0,bid,2869.3,10.0
35,19.0,bid,2869.5,5.0
36,19.0,bid,2869.8,11.0
37,20.0,bid,2875.4,4.0
38,20.0,bid,2875.7000000000003,10.0
39,20.0,bid,2875.8,15.0
40,21.0,bid,2874.8,11.0
41,21.0,bid,2875.0000000000005,21.0
42,21.0,bid,2875.1000000000004,47.0
43,22.0,bid,2876.2000000000003,3.0
44,23.0,ask,2876.6000000000004,7.0
45,24.0,ask,2872.0,28.0
46,25.0,bid,2876.6000000000004,4.0
47,25.0,bid,2876.8,5.0
48,25.0,bid,2877.1000000000004,4.0
49,26.0,ask,2874.7000000000003,11.0
50,27.0,bid,2872.4,2.0
51,28.0,ask,2873.4,1.0
52,29.0,bid,2872.9,2.0
53,30.0,ask,2878.3,9.0
54,30.0,ask,2878.4,12.0
55,31.0,bid,2874.3,1.0
56,32.0,ask,2879.5,19.0
57,33.0,ask,2883.1000000000004,15.0
58,33.0,ask,2883.4000000000005,4.0
59,34.0,ask,2879.2000000000003,18.0
60,34.0,ask,2879.4,1.0
61,34.0,ask,2879.5000000000005,12.0
62,35.0,ask,2884.6000000000004,13.0
63,36.0,ask,2877.4,3.0
64,37.0,ask,2876.5,8.0
65,37.0,ask,2876.6,10.0
66,37.0,ask,2877.0,4.0
67,38.0,ask,2884.2000000000003,9.0
68,39.0,ask,2877.7000000000003,6.0
69,40.0,ask,2877.3,1.0
70,41.0,bid,2874.7000000000003,10.0
71,42.0,bid,2879.4,22.0
72,43.0,ask,2877.6000000000004,6.0
73,43.0,ask,2877.9000000000005,4.0
74,43.0,ask,2878.0000000000005,3.0
75,44.0,bid,2870.3,10.0
76,45.0,ask,2875.8,7.0
77,45.0,ask,2875.9,4.0
78,46.0,ask,2878.2000000000003,7.0
79,46.0,ask,2878.3,2.0
80,47.0,ask,2883.4,3.0
81,48.0,bid,2885.5000000000005,1.0
82,48.0,bid,2885.6000000000004,13.0
83,49.0,bid,2882.5,4.0
84,50.0,bid,2885.0,5.0
85,50.0,bid,2885.3,4.0
86,50.0,bid,2885.4,5.0
87,51.0,ask,2891.9,3.0
88,52.0,bid,2888.1000000000004,2.0
89,52.0,bid,2888.3,4.0
90,53.0,ask,2903.1000000000004,10.0
91,53.0,ask,2903.3,5.0
92,53.0,ask,2903.6000000000004,4.0
93,54.0,ask,2912.9,7.0
94,54.0,ask,2913.2000000000003,6.0
95,55.0,bid,2920.9,12.0
96,55.0,bid,2921.0000000000005,13.0
97,55.0,bid,2921.2000000000003,6.0
98,56.0,bid,2929.7000000000003,1.0
99,57.0,ask,2924.7000000000003,11.0
100,58.0,ask,2931.6000000000004,13.0
101,58.0,ask,2931.7000000000003,14.0
102,58.0,ask,2932.2000000000003,6.0
103,59.0,bid,2930.5,11.0
104,59.0,bid,2930.9,5.0
105,59.0,bid,2931.0,20.0
106,60.0,bid,2930.4,10.0
107,60.0,bid,2930.7000000000003,11.0
108,60.0,bid,2930.9,19.0
109,61.0,ask,2937.9,3.0
110,62.0,bid,2955.1000000000004,9.0
111,62.0,bid,2955.3,12.0
112,63.0,bid,2941.1000000000004,12.0
113,63.0,bid,2941.4000000000005,14.0
114,63.0,bid,2941.6000000000004,23.0
115,64.0,bid,2940.3,16.0
116,65.0,bid,2938.3,8.0
117,65.0,bid,2938.6000000000004,9.0
118,66.0,ask,2940.2000000000003,4.0
119,66.0,ask,2940.5000000000005,5.0
120,67.0,bid,2938.8,4.0
121,68.0,ask,2941.6000000000004,1.0
122,69.0,ask,2938.6000000000004,6.0
123,70.0,ask,2935.3,16.0
124,70.0,ask,2935.5,7.0
125,70.0,ask,2935.6000000000004,7.0
126,71.0,ask,2934.6000000000004,4.0
127,71.0,ask,2934.7000000000003,11.0
128,72.0,ask,2927.1000000000004,4.0
129,72.0,ask,2927.4000000000005,9.0
130,73.0,ask,2923.4,4.0
131,73.0,ask,2923.5,4.0
132,74.0,ask,2921.9,4.0
133,74.0,ask,2922.1,3.0
134,75.0,bid,2929.9,4.0
135,75.0,bid,2930.2,9.0
136,75.0,bid,2930.5,40.0
137,76.0,bid,2929.9,13.0
138,76.0,bid,2930.1000000000004,6.0
139,76.0,bid,2930.3,12.0
140,77.0,bid,2930.2000000000003,11.0
141,77.0,bid,2930.4,15.0
142,77.0,bid,2930.7000000000003,6.0
143,78.0,bid,2934.6000000000004,21.0
144,79.0,bid,2932.0,3.0
145,80.0,ask,2935.7000000000003,1.0
146,81.0,ask,2930.1000000000004,4.0
147,82.0,ask,2922.3,5.0
148,82.0,ask,2922.4,2.0
149,83.0,bid,2914.3,14.0
150,83.0,bid,2914.4,7.0
151,84.0,ask,2920.9,1.0
152,85.0,ask,2915.7000000000003,4.0
153,85.0,ask,2916.0000000000005,4.0
154,85.0,ask,2916.1000000000004,4.0
155,86.0,ask,2913.3,8.0
156,86.0,ask,2913.5,10.0
157,87.0,bid,2911.9,2.0
158,87.0,bid,2912.0,4.0
159,88.0,bid,2912.2000000000003,3.0
160,89.0,bid,2899.5,1.0
161,90.0,bid,2898.2000000000003,4.0
162,90.0,bid,2898.3,5.0
163,91.0,ask,2896.7000000000003,10.0
164,91.0,ask,2896.8,4.0
165,91.0,ask,2897.0000000000005,1.0
166,92.0,bid,2905.7000000000003,2.0
167,93.0,ask,2903.8,4.0
168,93.0,ask,2904.1000000000004,6.0
169,93.0,ask,2904.3,4.0
170,94.0,bid,2898.5000000000005,1.0
171,94.0,bid,2898.6000000000004,4.0
172,95.0,ask,2904.4,4.0
173,95.0,ask,2904.7000000000003,4.0
174,95.0,ask,2904.8,4.0
175,96.0,bid,2903.0000000000005,4.0
176,96.0,bid,2903.2000000000003,4.0
177,97.0,bid,2893.7000000000003,1.0
178,97.0,bid,2893.8,4.0
179,98.0,ask,2890.6000000000004,19.0
180,98.0,ask,2890.9000000000005,8.0
181,99.0,ask,2892.6000000000004,9.0
182,99.0,ask,2892.8,9.0
183,100.0,bid,2891.6000000000004,1.0
184,100.0,bid,2891.7000000000003,4.0
185,101.0,ask,2882.8,20.0
186,102.0,ask,2893.1000000000004,14.0
187,102.0,ask,2893.3,17.0
188,102.0,ask,2893.4000000000005,4.0
189,103.0,ask,2897.4,11.0
190,103.0,ask,2897.6,1.0
191,104.0,bid,2898.9,1.0
192,105.0,ask,2910.2000000000003,4.0
193,105.0,ask,2910.3,7.0
194,105.0,ask,2910.7000000000003,5.0
195,106.0,ask,2907.9,11.0
196,106.0,ask,2908.2000000000003,13.0
197,106.0,ask,2908.4,5.0
198,107.0,ask,2902.0,6.0
199,108.0,bid,2902.8,1.0
200,108.0,bid,2903.0000000000005,7.0
201,108.0,bid,2903.2000000000003,6.0
202,109.0,ask,2902.3,12.0
203,109.0,ask,2902.4,13.0
204,109.0,ask,2902.6000000000004,15.0
205,110.0,ask,2900.4,6.0
206,110.0,ask,2900.5,4.0
207,110.0,ask,2900.8,3.0
208,111.0,ask,2899.1000000000004,4.0
209,111.0,ask,2899.4000000000005,3.0
210,112.0,ask,2900.4,6.0
211,112.0,ask,2900.6,15.0
212,113.0,bid,2903.8,7.0
213,113.0,bid,2903.9,27.0
214,114.0,ask,2902.4,4.0
215,114.0,ask,2902.6,2.0
216,115.0,ask,2898.1000000000004,4.0
217,115.0,ask,2898.4000000000005,4.0
218,115.0,ask,2898.5000000000005,3.0
219,116.0,bid,2907.6,7.0
220,116.0,bid,2907.9,13.0
221,117.0,bid,2916.8,5.0
222,118.0,bid,2914.7000000000003,17.0
223,119.0,bid,2920.6,2.0
224,119.0,bid,2920.8,4.0
225,119.0,bid,2921.0,4.0
226,120.0,ask,2903.7000000000003,28.0
227,120.0,ask,2903.9,8.0
228,120.0,ask,2904.3,10.0
229,121.0,ask,2905.6000000000004,10.0
230,122.0,bid,2908.6000000000004,1.0
231,123.0,ask,2915.7000000000003,31.0
232,124.0,bid,2913.1000000000004,3.0
233,125.0,ask,2911.8,19.0
234,125.0,ask,2912.0,8.0
235,125.0,ask,2912.1000000000004,4.0
236,126.0,ask,2910.8,7.0
237,126.0,ask,2910.9,6.0
238,127.0,bid,2906.5,1.0
239,128.0,ask,2912.6000000000004,4.0
240,129.0,ask,2911.9,11.0
241,129.0,ask,2912.1,10.0
242,130.0,bid,2912.3,1.0
243,131.0,ask,2912.9,19.0
244,132.0,ask,2909.4,7.0
245,133.0,bid,2906.7,2.0
246,133.0,bid,2906.9,10.0
247,133.0,bid,2907.0,7.0
248,134.0,ask,2915.1000000000004,4.0
249,134.0,ask,2915.4000000000005,36.0
250,135.0,bid,2913.5,12.0
251,135.0,bid,2913.8,84.0
252,136.0,bid,2914.8,17.0
253,136.0,bid,2915.0000000000005,7.0
254,136.0,bid,2915.1000000000004,12.0
255,137.0,bid,2917.7,6.0
256,137.0,bid,2918.0,10.0
257,138.0,bid,2915.0,5.0
258,139.0,bid,2915.9,36.0
259,140.0,bid,2906.7000000000003,9.0
260,140.0,bid,2906.9,26.0
261,141.0,bid,2899.9,11.0
262,142.0,bid,2895.5,30.0
263,143.0,bid,2899.6000000000004,10.0
264,144.0,bid,2900.1000000000004,5.0
265,145.0,bid,2893.6000000000004,1.0
266,146.0,ask,2906.8,4.0
267,147.0,bid,2912.5,3.0
268,148.0,bid,2912.8,8.0
269,148.0,bid,2913.0000000000005,12.0
270,148.0,bid,2913.2000000000003,21.0
271,149.0,bid,2905.3,12.0
272,149.0,bid,2905.6000000000004,35.0
273,150.0,bid,2909.6,29.0
274,150.0,bid,2909.9,30.0
275,150.0,bid,2910.0,11.0
276,151.0,bid,2911.0,13.0
277,152.0,bid,2901.3,12.0
278,152.0,bid,2901.5000000000005,5.0
279,152.0,bid,2901.7000000000003,8.0
280,153.0,bid,2901.1000000000004,12.0
281,154.0,bid,2906.0000000000005,7.0
282,154.0,bid,2906.1000000000004,4.0
283,155.0,bid,2901.6000000000004,7.0
284,155.0,bid,2901.8,5.0
285,156.0,bid,2901.7000000000003,26.0
286,156.0,bid,2901.9000000000005,56.0
287,156.0,bid,2902.1000000000004,17.0
288,157.0,bid,2908.1000000000004,3.0
289,157.0,bid,2908.4000000000005,53.0
290,157.0,bid,2908.6000000000004,23.0
291,158.0,ask,2905.4,4.0
292,158.0,ask,2905.6,4.0
293,159.0,bid,2910.5,6.0
294,160.0,bid,2909.0000000000005,4.0
295,160.0,bid,2909.4000000000005,12.0
296,160.0,bid,2909.6000000000004,16.0
297,161.0,ask,2918.1000000000004,4.0
298,161.0,ask,2918.4000000000005,2.0
299,162.0,bid,2911.8,16.0
300,162.0,bid,2911.9,10.0
301,163.0,bid,2901.8,6.0
302,163.0,bid,2901.9,13.0
303,164.0,bid,2886.8,41.0
304,165.0,bid,2903.2000000000003,7.0
305,165.0,bid,2903.5000000000005,13.0
306,165.0,bid,2903.6000000000004,13.0
307,166.0,ask,2904.6000000000004,4.0
308,166.0,ask,2904.8,4.0
309,166.0,ask,2905.0000000000005,4.0
310,167.0,ask,2901.6000000000004,4.0
311,168.0,bid,2892.2000000000003,3.0
312,169.0,bid,2892.8,16.0
313,169.0,bid,2893.0,12.0
314,170.0,bid,2893.8,1.0
315,170.0,bid,2894.0,4.0
316,171.0,bid,2894.4,9.0
317,171.0,bid,2894.6,4.0
318,171.0,bid,2894.9,9.0
319,172.0,bid,2902.8,5.0
320,172.0,bid,2903.1000000000004,14.0
321,173.0,bid,2897.5,4.0
322,173.0,bid,2897.7000000000003,26.0
323,173.0,bid,2897.8,6.0
324,174.0,ask,2895.9,12.0
325,174.0,ask,2896.0,4.0
326,174.0,ask,2896.3,4.0
327,175.0,bid,2901.3,4.0
328,176.0,ask,2909.5,6.0
329,176.0,ask,2909.8,4.0
330,176.0,ask,2910.1,4.0
331,177.0,ask,2906.7000000000003,5.0
332,177.0,ask,2906.9,8.0
333,177.0,ask,2907.0000000000005,2.0
334,178.0,bid,2908.8,9.0
335,178.0,bid,2909.0000000000005,4.0
336,178.0,bid,2909.1000000000004,7.0
337,179.0,bid,2905.8,5.0
338,180.0,bid,2899.5,5.0
339,180.0,bid,2899.8,4.0
340,181.0,bid,2898.6000000000004,4.0
341,182.0,ask,2899.7000000000003,9.0
342,182.0,ask,2899.8,1.0
343,183.0,bid,2899.9,4.0
344,183.0,bid,2900.1000000000004,4.0
345,183.0,bid,2900.3,4.0
346,184.0,ask,2901.3,7.0
347,184.0,ask,2901.4,8.0
348,185.0,ask,2907.7000000000003,6.0
349,185.0,ask,2907.8,4.0
350,185.0,ask,2907.9,13.0
351,186.0,ask,2905.3,4.0
352,186.0,ask,2905.6000000000004,6.0
353,187.0,ask,2903.5,9.0
354,188.0,ask,2909.1000000000004,4.0
355,188.0,ask,2909.4000000000005,2.0
356,189.0,ask,2902.9,11.0
357,189.0,ask,2903.0,4.0
358,189.0,ask,2903.2000000000003,2.0
359,190.0,bid,2909.3,1.0
360,190.0,bid,2909.7000000000003,6.0
361,190.0,bid,2909.9,5.0
362,191.0,ask,2911.3,5.0
363,192.0,bid,2917.3,1.0
364,192.0,bid,2917.6000000000004,15.0
365,193.0,bid,2910.8,9.0
366,194.0,bid,2912.9,71.0
367,195.0,ask,2915.3,4.0
368,195.0,ask,2915.4,4.0
369,195.0,ask,2915.8,4.0
370,196.0,bid,2916.9000000000005,1.0
371,196.0,bid,2917.1000000000004,7.0
372,197.0,ask,2915.4,8.0
373,198.0,bid,2925.2000000000003,6.0
374,198.0,bid,2925.5000000000005,4.0
375,198.0,bid,2925.7000000000003,5.0
376,199.0,bid,2935.4,13.0
377,199.0,bid,2935.5,7.0
378,200.0,ask,2944.2000000000003,5.0
379,200.0,ask,2944.3,4.0
380,200.0,ask,2944.5000000000005,1.0
381,201.0,bid,2945.2000000000003,13.0
382,201.0,bid,2945.4000000000005,8.0
383,201.0,bid,2945.6000000000004,32.0
384,202.0,ask,2945.7000000000003,2.0
385,203.0,bid,2940.2,21.0
386,203.0,bid,2940.3,5.0
387,203.0,bid,2940.5,13.0
388,204.0,bid,2933.4,5.0
389,204.0,bid,2933.5000000000005,3.0
390,204.0,bid,2933.7000000000003,9.0
391,205.0,ask,2933.2000000000003,3.0
392,206.0,bid,2931.6,11.0
393,206.0,bid,2931.7,4.0
394,206.0,bid,2932.0,14.0
395,207.0,bid,2931.5,10.0
396,207.0,bid,2931.8,10.0
397,208.0,ask,2927.8,3.0
398,209.0,bid,2923.5000000000005,5.0
399,209.0,bid,2923.7000000000003,8.0
400,210.0,ask,2934.5,1.0
401,211.0,ask,2934.3,4.0
402,211.0,ask,2934.4,8.0
403,211.0,ask,2934.8,4.0
404,212.0,bid,2929.7000000000003,12.0
405,213.0,bid,2928.6,5.0
406,213.0,bid,2928.8,8.0
407,213.0,bid,2929.0,9.0
408,214.0,ask,2929.8,4.0
409,214.0,ask,2929.9,4.0
410,214.0,ask,2930.2000000000003,3.0
411,215.0,bid,2926.5,4.0
412,215.0,bid,2926.6000000000004,7.0
413,215.0,bid,2926.8,10.0
414,216.0,ask,2938.6000000000004,2.0
415,217.0,ask,2939.1000000000004,11.0
416,217.0,ask,2939.3,6.0
417,217.0,ask,2939.5000000000005,7.0
418,218.0,ask,2934.7000000000003,8.0
419,218.0,ask,2934.8,4.0
420,218.0,ask,2935.1000000000004,2.0
421,219.0,bid,2938.1000000000004,4.0
422,219.0,bid,2938.3,4.0
423,220.0,ask,2938.5,26.0
424,220.0,ask,2938.8,14.0
425,221.0,ask,2940.7000000000003,13.0
426,222.0,ask,2942.5,7.0
427,222.0,ask,2942.7,19.0
428,222.0,ask,2943.1,17.0
429,223.0,ask,2941.0,21.0
430,223.0,ask,2941.1,14.0
431,223.0,ask,2941.5,9.0
432,224.0,bid,2957.2000000000003,1.0
433,224.0,bid,2957.6000000000004,23.0
434,224.0,bid,2957.8,5.0
435,225.0,bid,2953.3,7.0
436,225.0,bid,2953.5,12.0
437,226.0,ask,2949.6000000000004,9.0
438,226.0,ask,2949.9000000000005,4.0
439,227.0,bid,2950.0,4.0
440,228.0,bid,2955.1000000000004,6.0
441,228.0,bid,2955.5000000000005,8.0
442,228.0,bid,2955.6000000000004,5.0
443,229.0,bid,2950.6000000000004,7.0
444,230.0,bid,2954.7,15.0
445,230.0,bid,2955.0,4.0
446,231.0,bid,2953.1000000000004,4.0
447,231.0,bid,2953.3,4.0
448,232.0,ask,2953.3,9.0
449,232.0,ask,2953.5,6.0
450,232.0,ask,2953.6000000000004,4.0
451,233.0,bid,2941.5,3.0
452,234.0,ask,2946.0,10.0
453,234.0,ask,2946.2,10.0
454,234.0,ask,2946.5,5.0
455,235.0,ask,2948.4,4.0
456,235.0,ask,2948.6,1.0
457,236.0,ask,2948.6000000000004,8.0
458,236.0,ask,2948.7000000000003,3.0
459,237.0,bid,2947.1,3.0
460,237.0,bid,2947.3,29.0
461,237.0,bid,2947.4,13.0
462,238.0,bid,2953.4,3.0
463,239.0,ask,2944.5,1.0
464,240.0,ask,2950.9,1.0
465,241.0,ask,2953.6000000000004,1.0
466,242.0,bid,2962.3,5.0
467,242.0,bid,2962.5,6.0
468,243.0,ask,2961.5,2.0
469,244.0,ask,2957.5,4.0
470,244.0,ask,2957.8,4.0
471,244.0,ask,2958.0,2.0
472,245.0,bid,2962.4,43.0
473,246.0,bid,2961.0000000000005,9.0
474,246.0,bid,2961.1000000000004,6.0
475,247.0,bid,2971.7000000000003,1.0
476,247.0,bid,2971.9,4.0
477,248.0,bid,2970.3,1.0
478,249.0,bid,2973.8,4.0
479,249.0,bid,2974.0000000000005,18.0
480,249.0,bid,2974.2000000000003,4.0
481,250.0,bid,2965.7000000000003,1.0
482,251.0,bid,2963.9,4.0
483,251.0,bid,2964.2000000000003,12.0
484,251.0,bid,2964.3,13.0
485,252.0,ask,2963.4,6.0
486,252.0,ask,2963.7000000000003,9.0
487,253.0,bid,2962.0000000000005,4.0
488,253.0,bid,2962.2000000000003,6.0
489,254.0,ask,2965.2000000000003,4.0
490,254.0,ask,2965.3,3.0
491,255.0,ask,2954.6000000000004,5.0
492,255.0,ask,2954.7000000000003,1.0
493,256.0,ask,2952.5,7.0
494,257.0,bid,2956.3,3.0
495,258.0,ask,2961.3,1.0
496,259.0,ask,2959.4,2.0
497,260.0,ask,2956.4,7.0
498,260.0,ask,2956.5,5.0
499,261.0,ask,2960.7000000000003,8.0
500,262.0,bid,2955.6000000000004,4.0
501,263.0,ask,2949.8,9.0
502,263.0,ask,2950.0,6.0
503,264.0,ask,2941.6000000000004,4.0
504,264.0,ask,2941.9000000000005,1.0
505,265.0,bid,2949.7000000000003,3.0
506,266.0,ask,2947.1000000000004,12.0
507,266.0,ask,2947.2000000000003,2.0
508,267.0,ask,2949.4,4.0
509,268.0,ask,2945.9,2.0
510,269.0,bid,2955.4,1.0
511,270.0,ask,2956.0,7.0
512,271.0,ask,2958.1000000000004,1.0
513,272.0,bid,2957.5,1.0
514,273.0,ask,2956.3,19.0
515,273.0,ask,2956.6000000000004,1.0
516,274.0,ask,2958.6000000000004,6.0
517,275.0,ask,2954.0,42.0
518,275.0,ask,2954.2,16.0
519,276.0,bid,2955.7000000000003,1.0
520,276.0,bid,2955.9,4.0
521,277.0,ask,2952.7000000000003,1.0
522,278.0,ask,2957.0,6.0
523,279.0,ask,2954.9,12.0
524,279.0,ask,2955.1,8.0
525,279.0,ask,2955.2000000000003,4.0
526,280.0,ask,2954.7000000000003,25.0
527,280.0,ask,2955.0000000000005,19.0
528,281.0,ask,2953.1000000000004,1.0
529,282.0,ask,2961.6000000000004,7.0
530,283.0,ask,2953.9,9.0
531,283.0,ask,2954.2000000000003,12.0
532,283.0,ask,2954.3,2.0
533,284.0,bid,2947.8,2.0
534,285.0,ask,2951.9,1.0
535,286.0,ask,2956.1000000000004,8.0
536,287.0,bid,2956.6000000000004,11.0
537,288.0,ask,2959.8,12.0
538,288.0,ask,2960.1000000000004,15.0
539,289.0,bid,2962.6000000000004,3.0
540,290.0,ask,2966.1000000000004,13.0
541,290.0,ask,2966.3,11.0
542,291.0,ask,2961.5,6.0
543,291.0,ask,2961.7,1.0
544,292.0,bid,2962.3,2.0
545,292.0,bid,2962.5000000000005,4.0
546,292.0,bid,2962.7000000000003,4.0
547,293.0,ask,2967.3,1.0
548,294.0,bid,2961.7,2.0
549,294.0,bid,2962.0,4.0
550,295.0,ask,2960.0,15.0
551,295.0,ask,2960.3,3.0
552,296.0,ask,2959.4,44.0
553,297.0,ask,2963.1000000000004,13.0
554,297.0,ask,2963.2000000000003,5.0
555,297.0,ask,2963.4000000000005,4.0
556,298.0,ask,2965.7000000000003,5.0
557,299.0,ask,2962.2000000000003,6.0
558,299.0,ask,2962.3,4.0
559,300.0,bid,2963.9,3.0
560,300.0,bid,2964.2000000000003,4.0
561,300.0,bid,2964.3,4.0
562,301.0,ask,2969.9,3.0
563,302.0,bid,2971.5,1.0
564,303.0,ask,2967.3,3.0
565,304.0,bid,2961.2000000000003,2.0
566,305.0,ask,2951.4,5.0
567,306.0,ask,2949.0,4.0
568,306.0,ask,2949.1,1.0
569,307.0,bid,2944.3,8.0
570,308.0,bid,2947.7,8.0
571,308.0,bid,2948.0,6.0
572,309.0,ask,2953.2000000000003,2.0
573,310.0,bid,2944.5,6.0
574,310.0,bid,2944.7000000000003,21.0
575,310.0,bid,2944.8,14.0
576,311.0,ask,2941.1000000000004,4.0
577,312.0,bid,2933.9,7.0
578,313.0,bid,2935.3,16.0
579,314.0,ask,2931.6000000000004,1.0
580,315.0,bid,2931.0,2.0
581,316.0,ask,2929.5,8.0
582,316.0,ask,2929.6,5.0
583,316.0,ask,2929.9,4.0
584,317.0,ask,2920.4,3.0
585,318.0,ask,2922.6000000000004,1.0
586,319.0,ask,2923.7000000000003,9.0
587,319.0,ask,2923.9,6.0
588,320.0,bid,2922.1000000000004,5.0
589,321.0,bid,2916.3,1.0
590,322.0,bid,2913.2,3.0
591,322.0,bid,2913.5,8.0
592,323.0,ask,2917.2000000000003,16.0
593,323.0,ask,2917.4,1.0
594,323.0,ask,2917.5000000000005,7.0
595,324.0,bid,2910.6000000000004,2.0
596,325.0,bid,2905.7000000000003,4.0
597,326.0,ask,2917.6000000000004,40.0
598,327.0,ask,2931.0,16.0
599,327.0,ask,2931.3,19.0
600,327.0,ask,2931.4,9.0
601,328.0,bid,2932.8,3.0
602,329.0,bid,2926.9,1.0
603,330.0,bid,2915.9,6.0
604,331.0,ask,2915.6000000000004,12.0
605,331.0,ask,2915.9000000000005,6.0
606,332.0,bid,2912.0000000000005,1.0
607,332.0,bid,2912.2000000000003,4.0
608,333.0,ask,2917.8,19.0
609,333.0,ask,2918.0,6.0
610,333.0,ask,2918.2000000000003,3.0
611,334.0,ask,2912.2000000000003,8.0
612,334.0,ask,2912.4,15.0
613,334.0,ask,2912.7000000000003,12.0
614,335.0,ask,2917.2000000000003,6.0
615,335.0,ask,2917.3,39.0
616,335.0,ask,2917.6000000000004,23.0
617,336.0,bid,2910.3,4.0
618,336.0,bid,2910.7000000000003,4.0
619,336.0,bid,2910.8,4.0
620,337.0,ask,2913.8,3.0
621,338.0,ask,2912.0,10.0
622,338.0,ask,2912.3,7.0
623,338.0,ask,2912.4,2.0
624,339.0,bid,2917.4,1.0
625,340.0,ask,2919.7000000000003,4.0
626,340.0,ask,2919.8,4.0
627,340.0,ask,2920.1000000000004,3.0
628,341.0,bid,2918.0000000000005,29.0
629,341.0,bid,2918.2000000000003,4.0
630,342.0,bid,2919.1,3.0
631,342.0,bid,2919.4,34.0
632,342.0,bid,2919.5,10.0
633,343.0,bid,2922.0,12.0
634,343.0,bid,2922.2000000000003,8.0
635,343.0,bid,2922.4,7.0
636,344.0,ask,2922.2000000000003,4.0
637,344.0,ask,2922.5000000000005,8.0
638,345.0,bid,2916.1000000000004,1.0
639,346.0,bid,2910.4,5.0
640,346.0,bid,2910.5,25.0
641,347.0,bid,2914.7000000000003,6.0
642,348.0,bid,2908.0,10.0
643,349.0,ask,2908.6000000000004,4.0
644,350.0,bid,2914.5000000000005,33.0
645,350.0,bid,2914.7000000000003,29.0
646,351.0,bid,2920.9,18.0
647,351.0,bid,2921.2000000000003,20.0
648,352.0,bid,2923.8,4.0
649,352.0,bid,2924.1000000000004,14.0
650,352.0,bid,2924.2000000000003,17.0
651,353.0,bid,2934.2000000000003,52.0
652,354.0,bid,2930.1000000000004,3.0
653,355.0,ask,2935.0,1.0
654,356.0,ask,2929.7000000000003,25.0
655,356.0,ask,2929.9,14.0
656,356.0,ask,2930.0000000000005,1.0
657,357.0,ask,2932.0,10.0
658,357.0,ask,2932.3,10.0
659,358.0,bid,2928.2000000000003,4.0
660,358.0,bid,2928.3,4.0
661,359.0,ask,2930.7000000000003,6.0
662,359.0,ask,2930.8,4.0
663,360.0,bid,2930.2000000000003,2.0
664,360.0,bid,2930.5000000000005,4.0
665,360.0,bid,2930.6000000000004,4.0
666,361.0,ask,2925.5,4.0
667,362.0,ask,2926.6000000000004,5.0
668,362.0,ask,2926.8,8.0
669,363.0,ask,2934.3,40.0
670,363.0,ask,2934.5,18.0
671,364.0,bid,2935.2,4.0
672,364.0,bid,2935.4,4.0
673,364.0,bid,2935.5,4.0
674,365.0,ask,2932.3,22.0
675,365.0,ask,2932.5,17.0
676,366.0,ask,2939.0,12.0
677,367.0,ask,2944.4,18.0
678,368.0,ask,2946.2000000000003,6.0
679,368.0,ask,2946.3,7.0
680,368.0,ask,2946.7000000000003,3.0
681,369.0,ask,2941.1000000000004,11.0
682,369.0,ask,2941.4000000000005,6.0
683,370.0,ask,2942.5,17.0
684,370.0,ask,2942.6,4.0
685,370.0,ask,2942.9,6.0
686,371.0,ask,2944.3,13.0
687,371.0,ask,2944.4,1.0
688,372.0,bid,2937.4,8.0
689,373.0,ask,2942.4,9.0
690,374.0,ask,2935.1000000000004,9.0
691,375.0,bid,2939.8,1.0
692,376.0,ask,2941.9,14.0
693,376.0,ask,2942.1,3.0
694,377.0,ask,2940.0,10.0
695,378.0,bid,2944.1000000000004,4.0
696,378.0,bid,2944.3,4.0
697,379.0,ask,2938.1000000000004,11.0
698,379.0,ask,2938.4000000000005,5.0
699,380.0,ask,2948.0,30.0
700,380.0,ask,2948.1,3.0
701,381.0,ask,2946.9,12.0
702,381.0,ask,2947.0,6.0
703,381.0,ask,2947.3,6.0
704,382.0,ask,2948.2000000000003,28.0
705,382.0,ask,2948.4,24.0
706,382.0,ask,2948.5000000000005,11.0
707,383.0,ask,2951.4,10.0
708,384.0,ask,2945.7000000000003,18.0
